date,wallet,account_value,day_pnl,day_roi,week_pnl,week_roi,month_pnl,month_roi,month_volume
2026-09-09,0x3ed4033676d0bdb3938728ca4ac673d00e74bd06,9751263.5588,1610058.853926,0.1977666589,6087440.908979,1.6614998844,5474356.002299,1.2799799692,30640748.39
2026-09-09,0xf5b7e374c1c02c711448d5c900952a336a8521ba,527442.551962,56137.475195,0.1191106949,77549.018625,0.1723719344,352957.644593,2.0228548699,18779306.52
2026-09-09,0xb6161198798dc08e3ba5bc2756820848fc51173b,278483.00253,11479.303977,0.0386503738,105489.021272,0.5196657587,513367.07854,1.8576757948,53896246.81
2026-09-09,0xbbfb6566ad064c233af6314aeb1eee4c26a5f921,2029148.5035380002,173517.410237,0.0935085701,264093.850883,0.7628485287,1335586.874777,1.7188379284,33280380.34
2026-09-09,0xe6a90b07af76c504c1dba4cc45a12c4dc6b1ea68,371715.961946,45393.874836,0.1391075769,195805.559538,1.015797628,252163.894805,1.5839234963,2510559.7
2026-09-09,0xec4a6f59960fb55a7fa49262e2628687b322cf62,7831292.674134,498453.013562,0.0679754415,576554.060508,0.0817874791,5269244.668408,2.0566533713,1061277032.26
2026-09-09,0xaecfe4eff84a1cd9a24accc1914ac537af7f6e1b,1486891.953675,87532.425055,0.0625517769,220610.037662,0.1589659274,1543302.417855,2.015023056,13555686.4
2026-09-09,0x4bdf1130109e9c1bc921d8979ea66284d9c92f37,321729.094537,24795.228774,0.0828070289,76815.067564,0.3098455884,214119.284696,1.9358073665,1444266.89
2026-09-09,0x9e2cbb5d800181c1ef21b25010dc4ea80eeb5508,4028617.016652,7272.779693,0.0018085444,943359.642563,0.2407304911,3475074.325883,1.9821842717,836479426.77
2026-09-09,0x6da3738e1fc7325765facb5eae488e2e16b10512,820838.5785460001,45158.94009,0.0582110712,177038.672608,0.2749476682,815634.141249,1.9501389412,3016917.62
2026-09-09,0x94b60c2a5db13689bb06a73657ac1216424de5b3,633456.52457,120869.840733,0.235803708,430849.723905,2.1265314022,312406.561204,0.9730777039,23035834.93
2026-09-09,0x73ce82fb75868af2a687e9889fcf058dd1cf8ce9,1434555.73376,-90396.546112,-0.0592771101,423897.154211,0.418113763,1311948.20567,1.8721541231,2161516.99
2026-09-09,0xc3baee00470d78c489b623f405e57d5d99bc0f33,530536.225599,80629.758875,0.179214492,231605.651687,0.7747807414,329659.127639,1.6410986169,2715403.58
2026-09-09,0x8484fbedae4e9b2e26df44b92cd5f81b71c8150e,949585.486009,130543.544499,0.159385665,337509.843427,0.5297790264,618117.546489,1.7667286869,22241959.36
2026-09-09,0x9471f70f2518846f7a076636d64e5a22787da105,946277.311559,94935.520528,0.1114997191,217603.402539,0.2529156179,829845.946621,1.9006432197,5409407.42
2026-09-09,0x30428a743e2a2f8d1c3fea017e0d76440435fa8d,736050.291542,111827.158201,0.1791461294,265856.263386,0.5110713484,500286.782417,1.7507021241,13108797.81
2026-09-09,0xf29c6bc1147a841519b382459a6d7a373c6b9971,12188813.583053,1502981.531236,0.1406518017,5250907.328303,0.7568432227,7884641.775768,1.6327108564,114215248.32
2026-09-09,0x57f2819c959abbcf22623d5ec1d3164b213e9711,1488261.552704,322548.032712,0.2766957981,649590.882259,0.7745482287,915030.034687,1.5962660913,83595280.71
2026-09-09,0x9cd0a696c7cbb9d44de99268194cb08e5684e5fe,1016682.503138,102334.961972,0.1119212962,530787.26899,1.0923903584,5238133.240207,1.4586887319,1006836.52
2026-09-09,0xde5a8068836a16f92813104d7faf602bb0cbdf62,1057668.6503,77954.523592,0.0792249651,214973.47685,0.2525545621,701948.490719,1.883302274,4139590.16
2026-09-09,0xc8d8b8be27e8ee0eb860638b52b004e55f4131ab,284656.314262,17459.936926,0.0653449613,28443.173581,0.1110137189,188291.776566,1.9539529901,28341437.86
2026-09-09,0x79399dac99daa4a77d2bcd8ef6f5abf5966468e7,581421.078635,60334.409164,0.1157857468,662160.174944,2.0675648114,481744.713716,0.9621878472,4947238.91
2026-09-09,0xdb951b52356ebf874676950a5045b469783bbb49,260239.210608,29269.246345,0.1267231713,93412.63338,0.5599385597,356639.457034,1.6696544107,4271167.38
2026-09-09,0x866d4903b256ce7e7caac46a91e83128bb0fd6e1,3705939.919124,328833.570296,0.0973713992,1354489.752117,0.5760231584,2352020.285636,1.6508130299,10766231.54
2026-09-09,0x248ee78390f5505d34f36ce2df87d79fbcdb6be2,1937924.612333,285855.221191,0.1730285802,588896.546867,0.4365339476,1219640.328056,1.6979911085,7760267.69
2026-09-09,0x52e6c32f0eb44f707e9c159052fc5039fc7b7725,503266.748206,80066.794105,0.1189346399,294521.458206,0.5271121985,810924.210807,1.6470732249,146408969.29
2026-09-09,0x54fc13e72548503e13eea8b4cfdb4524be39d7d2,471353.470858,38555.645673,0.0890846567,117222.286796,0.3012402767,321622.142846,1.7410171046,9203423.43
2026-09-09,0xf78c5d8d4b604a140d43a46209fade655536c581,4076262.471997,188485.844099,0.1772358929,647205.995982,0.1887417138,2611283.147319,1.7824709901,19693692.75
2026-09-09,0x17f0361771a9042d816cd007c731be15f05b094f,511361.102576,40165.931525,0.0852426637,164408.683109,0.4738652158,318632.360108,1.6532685059,20193580.45
2026-09-09,0xb48e45c76e7442d9944790085399e26b7d89b1ed,360026.882083,81134.622951,0.2909174432,267969.338458,2.9108895144,102266.162988,0.3967484392,432682156.34
2026-09-09,0xf7619dfb29b83bf5118fd0107c676156cd5e5605,288595.39632,22911.398633,0.0862355235,52287.110251,0.2212665122,196616.935812,1.7747377898,5347129.24
2026-09-09,0x9757fe365ef60247665e9e312deb6cc8fa04d75c,624534.070185,28236.810145,0.0624408268,227877.397876,0.5746024948,382784.098807,1.5838731628,44975610.89
2026-09-09,0x843f31e5cd9a6572d235a05cb78ec5ac2ffcc24f,894661.234444,65712.991294,0.0792727312,235150.427475,0.356552804,647247.582245,1.6876780749,63922470.01
2026-09-09,0xd21d931890d27b6e7e2e668f27931e17698e90f1,9070961.494008,1928527.635335,0.2700098697,3485718.029151,0.6240941959,5596400.38801,1.5185964361,47000563.45
2026-09-09,0xe607da942c20336a2a7bc5a56488b86aad2684ee,289140.739631,16289.677076,0.1872879534,75513.339834,2.7209094228,92350.752192,0.469285828,10752541.2
2026-09-09,0x42fd5648cf21c158d15e4f58785760755b3f6623,2937020.243522,-28329.980395,-0.0688060035,188603.802883,0.3734190979,787466.6302469999,1.680143469,76373341.85
2026-09-09,0xe739ef8e160d0ca4fd16e1789dbcf8bf579c8744,250488.322155,14765.840432,0.0626407813,172262.390546,0.5976582211,279411.869541,1.5430346486,212113611.63
2026-09-09,0xb7e0b9fbc9479330d70bcc82a7d4325a20e8d1aa,4801557.168127,-41040.392676,-0.0084748716,733837.033213,0.1638863107,3862642.265087,1.7662517376,262145315.37
2026-09-09,0x739c52c1009e970ab30ea1f28401df41e18fcfb2,813709.031553,47472.026256,0.0619547554,180104.27136,0.2842533432,511031.953703,1.6883733208,8603884.68
2026-09-09,0x32b1223d162056db0fb94ab244d1ef821421b95c,358387.574758,-1911.056456,-0.0040992678,286265.118123,1.4039763652,270653.148065,1.1380656768,47157502.54
2026-09-09,0xdd97539fe9a912166f037d81dcf35b3f0ce5c610,3792988.004637,308464.350817,0.0860544889,1209365.576689,0.4344574769,2481126.60026,1.6039761589,40598656.37
2026-09-09,0x470a5f416a0f380e228cb8f5439c91b0c98c81a6,1555255.911912,0.0,0.0,0.0,0.0,1070523.723484,1.8307926207,7652187.24
